A1,B8196,C3566
A7786,B7655,C2206
A7789,B5309,C7172
A779,B5943,C2994
A779,B8171,C426
A7790,B2979,C7774
A7790,B3583,C2216
A7791,B5659,C231
A7791,B8632,C389
A7792,B1802,C3690
A7792,B5813,C1768
A7792,B9078,C6974
A7793,B2103,C4349
A7793,B4476,C1769
A7793,B8600,C9484
A7794,B2437,C7177
A7794,B3300,C6358
A7794,B5883,C1781
A7795,B1858,C3161
A7795,B2455,C7347
A7795,B3326,C3779
A7796,B2139,C5557
A7796,B4786,C7080
A7797,B7337,C8550
A7798,B1135,C1561
A7798,B1559,C8326
A7798,B2380,C9892
A780,B554,C3301
A780,B7788,C1950
A7800,B1252,C6650
A7800,B8685,C8871
A7803,B783,C3795
A7804,B3095,C7483
A7804,B9448,C4606
A7805,B1617,C9178
A7806,B5604,C5048
A7808,B565,C5859
A7809,B9742,C8005
A7813,B8905,C5551
A7813,B9993,C7575
A7816,B1687,C5747
A7816,B2504,C313
A7816,B8422,C2233
A7816,B8813,C8469
A7818,B2469,C7186
A7818,B4072,C9561
A7818,B5960,C674
A7819,B151,C2723
A7820,B8423,C2775
A7822,B5852,C8055
A7823,B1462,C6816
A7824,B3345,C8403
A783,B6774,C7661
A7831,B3800,C1201
A7832,B3408,C2816
A7833,B7172,C2902
A7834,B3205,C7131
A7835,B3660,C6945
A7836,B3702,C805
A784,B5014,C8984
A7840,B5739,C3634
A7841,B1700,C7664
A7841,B4836,C6063
A7841,B6820,C1929
A7842,B1745,C8074
A7844,B1330,C3311
A7844,B2437,C7109
A7844,B6460,C4333
A7845,B1841,C856
A7846,B1358,C9258
A7846,B8630,C270
A7847,B6890,C2399
A7848,B5967,C5564
A7848,B7240,C8341
A7849,B2896,C5934
A785,B8073,C3103
A7852,B5130,C8699
A7853,B1366,C9208
A7853,B9320,C106
A7854,B4002,C7533
A7855,B9325,C4442
A7856,B4122,C1620
A7856,B4888,C9576
A7858,B8384,C4916
A7859,B1069,C7444
A786,B858,C9620
A7861,B6744,C6459
A7863,B6715,C8286
A7863,B7133,C986
A7864,B1892,C1429
A7866,B1273,C959
A7867,B6763,C7795
A7867,B7932,C9434
A7868,B1866,C8827
A7868,B7862,C5555
A7869,B8886,C6964
A7871,B5130,C8110
A7875,B931,C156
A7876,B6488,C3498
A7877,B1620,C3214
A7877,B3757,C8460
A7877,B9882,C3798
A7880,B3964,C2296
A7880,B9644,C7431
A7881,B331,C7237
A7882,B8151,C3525
A7883,B9414,C237
A7884,B2524,C8382
A7886,B3424,C150
A7886,B9303,C8522
A7887,B4075,C2524
A7889,B6255,C5007
A7889,B7628,C2856
A789,B3120,C4930
A789,B8043,C8113
A7891,B419,C4394
A7893,B2082,C9426
A7893,B5579,C4956
A7897,B2615,C973
A79,B3131,C599
A79,B7044,C1712
A7900,B4107,C4455
A7900,B4882,C6173
A7900,B7353,C3930
A7901,B9458,C5262
A7902,B2174,C1190
A7903,B9373,C763
A7904,B1310,C4577
A7904,B1949,C3802
A7905,B5509,C5967
A7906,B343,C5448
A7906,B751,C9076
A7907,B5634,C3030
A7907,B9044,C7580
A7908,B1070,C4667
A7908,B3609,C4319
A791,B4988,C6019
A791,B8523,C9363
A7910,B5566,C9260
A7911,B5968,C3975
A7913,B5412,C7934
A7914,B7698,C8952
A7914,B8818,C5605
A7916,B4228,C7424
A7919,B3427,C7155
A7920,B4301,C9151
A7921,B9065,C7690
A7925,B8549,C5511
A7926,B118,C2406
A7927,B4171,C1304
A7928,B6532,C1140
A7928,B7688,C9816
A793,B4686,C5878
A793,B8921,C816
A7930,B3564,C4703
A7930,B8631,C2632
A7932,B617,C5445
A7932,B788,C7318
A7934,B625,C87
A7935,B468,C8116
A7935,B9626,C1296
A7936,B4612,C9955
A7937,B1113,C401
A7937,B2669,C3060
A7937,B3257,C492
A7939,B4856,C2531
A794,B3136,C8135
A7940,B6534,C8244
A7940,B8734,C9742
A7941,B1050,C3442
A7943,B5948,C407
A7944,B1029,C7124
A7944,B3910,C2532
A7944,B8579,C6139
A7945,B7354,C7411
A7948,B2048,C4595
A7949,B3957,C44
A7949,B8162,C4869
A795,B5945,C9981
A7951,B809,C1304
A7952,B8986,C3592
A7952,B9300,C7746
A7953,B3374,C2189
A7956,B4510,C6823
A7956,B468,C7046
A7956,B5407,C7441
A7956,B542,C9621
A7956,B8832,C7918
A7958,B8855,C7079
A7959,B5640,C4899
A796,B9989,C1855
A7960,B4014,C6834
A7960,B7784,C496
A7961,B5572,C7206
A7962,B347,C9634
A7964,B5613,C9634
A7965,B5299,C7625
A7965,B5433,C3582
A7965,B7188,C2193
A7966,B5067,C7159
A7968,B2152,C2501
A7968,B9869,C6208
A7969,B7696,C1350
A797,B7541,C8952
A7970,B1752,C196
A7970,B4314,C8104
A7971,B2078,C5940
A7971,B2951,C6277
A7971,B7499,C1271
A7973,B6916,C9159
A7974,B5217,C3133
A7976,B4447,C9697
A7977,B4327,C6452
A7978,B6315,C2247
A7978,B6443,C7817
A7978,B9754,C4316
A7979,B3070,C5835
A798,B2429,C4314
A798,B7492,C9922
A7982,B582,C9690
A7984,B1201,C2690
A7985,B1425,C1497
A7985,B5623,C6116
A7986,B2207,C3657
A7986,B6022,C8009
A7986,B9676,C4195
A7987,B4997,C9125
A799,B1388,C5540
A799,B5831,C666
A7990,B8668,C5503
A7991,B2284,C3698
A7991,B3117,C8269
A7992,B9974,C2976
A7993,B5075,C268
A7993,B7796,C4160
A7994,B199,C4586
A7994,B7287,C1145
A7995,B5451,C7475
A7995,B7320,C1685
A7996,B4937,C3733
A7996,B823,C7823
A7997,B5543,C3406
A8,B1234,C5109
A80,B4845,C8096
A800,B2461,C4446
A8001,B1420,C8846
A8002,B139,C3053
A8002,B5574,C8316
A8004,B3873,C3461
A8005,B7881,C4729
A8006,B3904,C5128
A8007,B1633,C7746
A8007,B905,C9599
A8008,B1614,C2688
A8008,B9360,C2896
A8009,B4563,C3288
A801,B1130,C1504
A801,B8540,C6472
A801,B8645,C8097
A8011,B1275,C2555
A8013,B9012,C4339
A8014,B8337,C3615
A8014,B8767,C1977
A8016,B6097,C3700
A8016,B8514,C9782
A802,B3849,C1946
A802,B910,C4307
A8022,B754,C6818
A8023,B6350,C314
A8024,B4212,C8010
A8025,B8726,C6455
A8027,B3237,C1298
A8028,B2412,C925
A8029,B1805,C8170
A8029,B8444,C1146
A8031,B4859,C5680
A8032,B9734,C7753
A8032,B990,C9416
A8033,B2815,C9771
A8033,B7161,C5456
A8033,B8865,C6365
A8035,B3343,C9688
A8035,B8410,C7620
A8035,B9663,C2554
A8036,B2422,C9644
A8036,B7145,C8287
A8037,B2222,C5388
A8037,B5424,C1702
A8037,B7210,C2590
A8037,B8815,C9247
A8038,B3745,C740
A8038,B4968,C1927
A8039,B1156,C8619
A8040,B4344,C1227
A8040,B7797,C8075
A8041,B2725,C8924
A8041,B7267,C5
A8042,B9682,C7067
A8043,B7331,C8622
A8045,B3480,C2568
A8045,B9932,C8188
A8047,B2455,C628
A8047,B5062,C3823
A8048,B3955,C665
A8048,B4167,C7170
A8049,B4952,C3808
A805,B1806,C6041
A805,B6410,C1794
A8050,B9643,C1919
A8051,B8472,C5918
A8052,B6392,C1050
A8053,B1278,C8182
A8054,B40,C4521
A8055,B1927,C3159
A8055,B5332,C2458
A8055,B5373,C1742
A8055,B6285,C7589
A8056,B3638,C3211
A8056,B9836,C8747
A8057,B1989,C1867
A8057,B6036,C782
A8057,B856,C5793
A8058,B65,C1469
A8059,B3036,C6238
A8059,B4174,C9988
A8059,B6574,C1474
A8059,B9960,C5730
A8060,B4947,C236
A8060,B7769,C7697
A8061,B338,C3899
A8062,B213,C4484
A8062,B4248,C813
A8063,B6786,C4891
A8063,B9330,C9128
A8064,B8443,C9145
A8065,B4035,C5053
A8066,B8667,C9341
A8067,B5833,C1735
A8067,B7861,C4601
A8068,B2115,C3996
A8068,B8130,C9845
A8069,B7309,C6979
A8069,B7924,C2712
A8074,B2756,C6479
A8074,B7950,C7640
A8078,B6979,C2941
A8078,B7006,C6973
A8079,B3393,C8638
A808,B7901,C5836
A8080,B5558,C4668
A8080,B9325,C8483
A8080,B9447,C7572
A8083,B6533,C2417
A8084,B6845,C1138
A8086,B6342,C1256
A8087,B2797,C7070
A8087,B5055,C9588
A8089,B4022,C9228
A8089,B43,C9838
A8091,B6409,C6015
A8095,B3459,C677
A8097,B6463,C2654
A8098,B4230,C4179
A8098,B8989,C5025
A8099,B2004,C5621
A8099,B2611,C7173
A8099,B8813,C9501
A8100,B3875,C161
A8100,B7624,C4042
A8100,B7908,C4607
A8100,B9335,C6154
A8101,B2557,C3918
A8102,B8573,C1425
A8103,B517,C2246
A8106,B4790,C9476
A8107,B4002,C8097
A811,B3067,C480
A8111,B9525,C7084
A8113,B105,C2926
A8115,B2972,C1833
A8117,B3712,C5946
A8119,B3702,C1447
A8121,B7651,C7745
A8122,B4511,C6922
A8122,B5791,C9807
A8123,B5430,C9098
A8123,B7160,C1697
A8123,B8615,C1809
A8125,B1142,C7035
A8127,B1748,C8504
A8127,B1902,C797
A8128,B4242,C3020
A8128,B4851,C2778
A8128,B4969,C8003
A8129,B1307,C5316
A813,B4679,C8730
A8131,B1458,C952
A8131,B4956,C8230
A8133,B2008,C8378
A8134,B3360,C2891
A8134,B4465,C5107
A8134,B5656,C4435
A8134,B9212,C5106
A8135,B6105,C3655
A8135,B7054,C4970
A8135,B7779,C862
A8136,B2377,C541
A8137,B1278,C3826
A8138,B6963,C4166
A8139,B8597,C9896
A8142,B3820,C7902
A8144,B9109,C7065
A8145,B7004,C20
A8145,B7510,C6807
A8149,B3057,C8073
A815,B1377,C2331
A815,B7018,C9131
A8150,B9267,C5
A8150,B943,C1340
A8152,B3935,C7901
A8152,B4213,C5316
A8152,B5355,C9828
A8152,B9213,C325
A8153,B1354,C9977
A8154,B6940,C8551
A8155,B4388,C1971
A8158,B3982,C4486
A8158,B9326,C4369
A816,B6794,C5640
A8160,B992,C5051
A8161,B3004,C2539
A8161,B7854,C7255
A8162,B218,C4918
A8162,B2326,C7474
A8162,B261,C3125
A8162,B2945,C1650
A8164,B3635,C2000
A8164,B9907,C7322
A8166,B167,C6376
A8166,B2034,C6307
A8167,B6935,C9338
A8167,B7163,C5162
A8168,B163,C9927
A8169,B8062,C6172
A817,B443,C9250
A817,B863,C9906
A8170,B9901,C277
A8171,B3646,C6837
A8173,B2127,C76
A8174,B1080,C4542
A8174,B2478,C7397
A8174,B6670,C9512
A8175,B1023,C8795
A8175,B1350,C8729
A8176,B4341,C805
A8177,B6148,C6466
A8180,B2074,C2569
A8180,B4937,C8594
A8181,B2580,C5878
A8184,B8694,C9082
A8185,B5352,C9312
A8187,B6397,C9325
A8189,B7585,C4049
A8190,B1806,C5369
A8191,B7290,C4525
A8192,B1476,C3161
A8192,B7608,C4629
A8193,B1333,C4966
A8193,B3272,C574
A8194,B4543,C3497
A8196,B5859,C7931
A8197,B1225,C1183
A8197,B5161,C9125
A8197,B9408,C3928
A8199,B1232,C5034
A82,B1602,C3025
A82,B7692,C7723
A820,B4928,C7044
A820,B575,C858
A820,B7869,C9125
A8200,B3553,C3160
A8200,B4642,C1180
A8201,B5671,C5947
A8201,B715,C3821
A8201,B8311,C9428
A8202,B3993,C598
A8202,B9613,C6189
A8205,B5424,C9916
A8206,B4187,C833
A8207,B2654,C6379
A8208,B834,C8379
A8209,B302,C4530
A821,B1488,C1737
A8211,B3287,C6773
A8211,B9135,C6513
A8212,B1731,C6689
A8212,B2362,C7680
A8212,B5316,C3566
A8212,B7663,C3279
A8214,B8295,C1095
A8215,B8294,C5226
A8216,B4232,C4674
A8217,B1133,C4215
A8217,B3891,C7488
A8219,B2441,C4754
A8219,B2614,C2251
A8219,B5179,C2995
A8219,B9724,C7742
A822,B7437,C3923
A8220,B5813,C7180
A8224,B38,C1355
A8225,B2494,C8169
A8225,B4080,C6327
A8226,B7911,C5434
A8229,B3629,C3701
A8230,B1229,C7504
A8230,B9176,C802
A8231,B3550,C8456
A8232,B2965,C3219
A8234,B1293,C3898
A8235,B215,C6877
A8236,B1350,C3563
A8236,B1597,C9046
A8237,B6014,C2117
A8237,B6928,C2506
A8238,B9793,C7230
A8239,B4291,C9592
A8240,B2537,C4982
A8241,B2196,C8390
A8241,B2364,C490
A8241,B8412,C3917
A8242,B6333,C8129
A8242,B9220,C9685
A8243,B1584,C8424
A8243,B3769,C5362
A8244,B3023,C8700
A8244,B6984,C9769
A8246,B4236,C2776
A8247,B7867,C1326
A8248,B4430,C1357
A8248,B5048,C4742
A8248,B5802,C4028
A8249,B9021,C4073
A8250,B5119,C3017
A8252,B6584,C329
A8253,B6862,C390
A8254,B9148,C8321
A8254,B9857,C3264
A8255,B4504,C9937
A8256,B4546,C4645
A8256,B7485,C3317
A8257,B4075,C2047
A8257,B5169,C1858
A8258,B3702,C2013
A8258,B7799,C2136
A826,B2936,C6439
A8260,B7431,C497
A8263,B799,C7789
A8263,B8178,C5950
A8266,B614,C7430
A8266,B8789,C5688
A8268,B2996,C5559
A8269,B5352,C8015
A8269,B7258,C2489
A8269,B9419,C7557
A8270,B5274,C400
A8271,B2269,C76
A8271,B6002,C2719
A8272,B178,C2278
A8272,B475,C52
A8272,B8369,C2735
A8275,B8533,C3793
A8277,B5148,C6177
A8278,B2239,C1146
A8278,B2627,C7621
A8278,B6634,C1452
A8283,B3382,C3054
A8284,B2528,C8720
A8284,B2996,C7721
A8286,B8205,C2343
A8287,B9826,C6488
A8288,B7340,C4975
A8289,B9267,C3095
A829,B4038,C6056
A8290,B2072,C3871
A8291,B4866,C9068
A8291,B5791,C2382
A8291,B6493,C305
A8292,B1471,C6504
A8292,B2580,C3433
A8293,B1164,C2796
A8293,B9146,C9605
A8294,B5054,C245
A8295,B8899,C7968
A8296,B7059,C8876
A8298,B1526,C7033
A830,B5485,C5653
A8300,B419,C735
A8301,B1007,C8512
A8301,B7526,C68
A8303,B9824,C4979
A8304,B9688,C5048
A8305,B9425,C8499
A8307,B8229,C2227
A831,B1457,C4205
A8310,B3737,C5362
A8311,B4378,C5362
A8314,B1024,C7873
A8315,B6791,C2043
A8316,B2092,C44
A8316,B9448,C9754
A8317,B819,C231
A8318,B1105,C2036
A8319,B2941,C5953
A8319,B338,C9447
A8319,B4699,C6369
A8319,B5691,C3925
A832,B5779,C9564
A8320,B1603,C6041
A8320,B3963,C3592
A8321,B6973,C7256
A8321,B8956,C783
A8322,B2567,C343
A8322,B5259,C7631
A8325,B398,C6665
A8326,B1713,C3708
A8326,B7977,C5061
A8326,B8384,C1394
A8328,B3687,C4017
A8329,B1031,C6206
A8329,B8860,C5781
A833,B6175,C9730
A8332,B3671,C8121
A8332,B4522,C6556
A8334,B512,C1117
A8337,B2285,C3827
A8338,B9515,C6299
A8341,B1032,C9835
A8341,B6562,C6429
A8342,B5826,C2720
A8343,B9975,C3808
A8346,B2218,C9922
A8348,B4488,C271
A835,B880,C8124
A8352,B191,C3221
A8353,B611,C186
A8354,B1701,C9134
A8355,B8060,C9402
A8356,B4464,C3607
A8357,B3423,C7438
A8357,B4712,C9449
A8358,B8932,C820
A8359,B34,C4688
A8359,B560,C4640
A8359,B6213,C3276
A8359,B669,C5220
A8359,B8456,C9282
A836,B4233,C7011
A836,B5388,C8240
A8360,B2045,C2099
A8360,B2663,C897
A8361,B6949,C8852
A8362,B1491,C1187
A8362,B4622,C1919
A8362,B497,C8847
A8362,B6866,C7109
A8362,B7509,C4371
A8362,B9377,C6028
A8364,B311,C388
A8366,B3058,C1108
A8367,B5778,C5226
A8368,B135,C9850
A8370,B114,C9883
A8370,B2630,C5982
A8370,B7429,C4344
A8372,B4871,C5556
A8373,B4190,C2619
A8377,B2523,C1569
A8378,B1062,C8806
A838,B9103,C153
A8380,B3170,C4395
A8380,B6284,C1630
A8382,B6697,C785
A8385,B5668,C1323
A8386,B907,C1911
A8388,B7121,C3167
A8389,B7185,C9935
A839,B5901,C7697
A839,B7156,C691
A8391,B590,C8019
A8393,B7635,C974
A8394,B3226,C4820
A8395,B2794,C7375
A8396,B2539,C2844
A8401,B5627,C9972
A8401,B8779,C9386
A8403,B2482,C7594
A8404,B1,C5102
A8404,B6372,C9358
A8405,B1502,C9551
A8408,B1020,C294
A8408,B1230,C4709
A8408,B9374,C5235
A841,B8284,C2370
A8410,B1404,C7861
A8410,B7247,C4968
A8410,B9744,C7042
A8411,B2165,C6519
A8412,B2358,C8252
A8414,B2323,C5807
A8414,B6206,C6095
A8415,B5452,C1657
A8416,B7356,C6668
A8416,B9509,C5132
A8417,B4982,C2977
A8417,B5438,C6600
A8418,B3668,C5900
A8418,B9821,C8303
A8419,B4891,C5434
A8419,B7998,C3905
A842,B9678,C6830
A8420,B8274,C8708
A8421,B9484,C49
A8424,B2676,C6831
A8424,B9077,C271
A8426,B4228,C1877
A8427,B7769,C8948
A8429,B8170,C4597
A843,B2024,C1546
A843,B8647,C6497
A843,B9676,C6684
A8430,B5425,C9838
A8431,B7214,C3884
A8432,B6663,C8612
A8433,B3033,C3289
A8434,B1311,C8394
A8435,B716,C322
A8437,B667,C4242
A8438,B1900,C3206
A8438,B9673,C8154
A8439,B230,C6928
A844,B8789,C2493
A8440,B6382,C4200
A8441,B2019,C7693
A8441,B3491,C4112
A8442,B3801,C1805
A8444,B3004,C3271
A8444,B7995,C6282
A8446,B4841,C3686
A8446,B7051,C8149
A8446,B8251,C2136
A8447,B5090,C1740
A8448,B7267,C1185
A8449,B5012,C5909
A8450,B409,C6053
A8452,B6862,C1592
A8452,B8121,C1711
A8453,B4733,C7062
A8453,B4855,C4163
A8453,B590,C3508
A8454,B9644,C5241
A8457,B317,C2208
A8458,B3644,C8725
A8459,B7145,C8163
A846,B1487,C2775
A846,B3549,C444
A8460,B2104,C7586
A8460,B6041,C1130
A8461,B390,C2723
A8463,B2566,C4135
A8463,B7215,C4358
A8463,B9306,C3863
A8465,B6629,C1842
A8468,B1184,C2927
A8469,B3077,C2659
A8469,B4571,C3740
A8470,B1201,C2324
A8472,B3101,C4260
A8473,B2483,C7546
A8474,B1371,C3530
A8475,B1179,C7662
A8475,B6317,C8240
A8476,B3896,C4477
A8477,B2970,C6623
A8477,B9639,C3798
A8478,B6649,C5635
A8479,B5120,C8571
A8479,B6070,C5523
A8479,B9763,C9845
A848,B829,C6812
A8480,B1776,C8467
A8481,B4698,C2812
A8481,B8425,C1005
A8482,B6537,C9996
A8483,B5894,C6316
A8486,B2721,C3646
A8487,B550,C5514
A8488,B3588,C3831
A8488,B8913,C5952
A8489,B2608,C3524
A8489,B5048,C2613
A8493,B7084,C9495
A8493,B8148,C8806
A8494,B115,C8601
A8494,B2761,C9650
A8494,B7436,C549
A8495,B8622,C7106
A8495,B9055,C5391
A8495,B9436,C7387
A8496,B1472,C4401
A8499,B128,C5413
A8499,B8969,C6904
A85,B5680,C9652
A8501,B7687,C4369
A8501,B9990,C7368
A8502,B3064,C6857
A8503,B3523,C1924
A8504,B7616,C3227
A8504,B8431,C2234
A8505,B1801,C7359
A8506,B6440,C1552
A8506,B8832,C2127
A8507,B8826,C1038
A8508,B8895,C3178
A8509,B7393,C5344
A851,B2220,C8481
A8510,B2219,C1572
A8510,B379,C5825
A8511,B1366,C6318
A8511,B8266,C480
A8513,B2061,C652
A8514,B7364,C1915
A8515,B5115,C146
A8517,B2124,C1436
A8517,B3145,C4122
A8517,B4468,C5507
A8519,B2418,C3874
A8519,B9439,C2133
A852,B3104,C4315
A852,B8895,C6180
A8520,B2214,C6151
A8521,B2877,C1480
A8521,B6786,C1083
A8521,B6827,C3326
A8522,B1178,C846
A8522,B1422,C6938
A8525,B3683,C1305
A8525,B3804,C7322
A8525,B7853,C2310
A8526,B2254,C2978
A8526,B4870,C5721
A8527,B2315,C7129
A8527,B5374,C4622
A8528,B3715,C7346
A8528,B8398,C8103
A8529,B5700,C3123
A8529,B731,C324
A853,B5857,C7582
A8530,B338,C1101
A8530,B7705,C9777
A8531,B1762,C4238
A8532,B9008,C9313
A8533,B4908,C2006
A8534,B3607,C3040
A8536,B1190,C6609
A8537,B6379,C2221
A8538,B7063,C7302
A854,B124,C532
A8541,B5311,C9698
A8541,B5641,C5532
A8541,B8475,C3421
A8544,B7622,C9634
A8546,B5312,C9108
A8546,B650,C5334
A8546,B6607,C9616
A8547,B5874,C4379
A8548,B6325,C4094
A8548,B6589,C9318
A855,B1036,C1799
A855,B1389,C3060
A8551,B7499,C3459
A8554,B5680,C6455
A8555,B4681,C845
A8556,B2055,C6360
A8556,B2862,C4133
A8557,B79,C4665
A8559,B1724,C4945
A8559,B9141,C889
A856,B3244,C2638
A8560,B1936,C1591
A8560,B8190,C7330
A8561,B5248,C5410
A8561,B5349,C5946
A8562,B6265,C7539
A8564,B1234,C8001
A8564,B6170,C9978
A8564,B8777,C7420
A8566,B8296,C3467
A8567,B3781,C5475
A8567,B5719,C6465
A8569,B2389,C8644
A857,B8425,C8039
A8571,B1169,C303
A8572,B5360,C7834
A8572,B6934,C6647
A8573,B3221,C3063
A8573,B4865,C2666
A8575,B2437,C8960
A8575,B9119,C1578
A8576,B9285,C9980
A8578,B475,C2041
A8578,B6768,C8030
A8579,B509,C105
A858,B1579,C4471
A858,B2105,C4552
A8581,B9977,C9442
A8582,B2249,C4604
A8582,B4104,C1412
A8582,B5858,C9938
A8583,B2139,C4876
A8583,B9818,C5818
A8585,B9768,C8567
A8586,B2328,C7515
A8586,B2481,C4722
A8586,B4145,C5008
A8586,B6684,C7389
A8588,B4873,C5672
A8589,B653,C3537
A859,B8789,C5001
A8590,B4258,C8387
A8591,B5488,C894
A8593,B3226,C2542
A8593,B5528,C9198
A8593,B8295,C7537
A8595,B4089,C8386
A8595,B4702,C1993
A8596,B5874,C3682
A8596,B593,C6131
A8596,B6076,C6190
A8597,B3971,C3153
A8597,B4846,C8446
A8597,B8959,C9791
A8599,B2449,C6211
A86,B4107,C5326
A86,B5055,C5286
A8600,B2157,C6323
A8600,B2335,C1201
A8601,B192,C7722
A8602,B4122,C3478
A8604,B2605,C9820
A8604,B6501,C167
A8609,B6932,C135
A861,B2769,C5463
A8615,B503,C2730
A8616,B2195,C9257
A8616,B6472,C2057
A8616,B6872,C7220
A8618,B3321,C4726
A8618,B5451,C5400
A8619,B254,C1989
A8619,B3990,C9370
A8620,B1199,C9799
A8620,B2020,C5809
A8621,B4679,C4256
A8624,B1481,C803
A8624,B7944,C9723
A8627,B2657,C5831
A8628,B1997,C4817
A8628,B4718,C1559
A8628,B7708,C9098
A8629,B4719,C6750
A863,B2231,C5968
A863,B269,C6038
A863,B8761,C8430
A8633,B8045,C4118
A8638,B4426,C8395
A8638,B8855,C7409
A8639,B8667,C9241
A8639,B9589,C4181
A864,B1759,C1398
A864,B4540,C7843
A8641,B4015,C6612
A8641,B5126,C9237
A8642,B9840,C8595
A8643,B1296,C4580
A8644,B2307,C4804
A8646,B195,C2264
A8647,B2671,C2161
A8649,B9509,C9865
A865,B1469,C3468
A8651,B4159,C6537
A8651,B5807,C8912
A8652,B6250,C5015
A8654,B3907,C4549
A8654,B9949,C4450
A8655,B3239,C8567
A8655,B9691,C4483
A8657,B7179,C9789
A8657,B9046,C2181
A8657,B9688,C7000
A8658,B6401,C251
A8659,B1898,C4547
A8659,B6251,C8299
A866,B7656,C4694
A866,B8176,C2467
A8660,B7414,C1137
A8661,B2452,C9828
A8661,B5233,C9615
A8663,B305,C8518
A8664,B2265,C6836
A8666,B2408,C4073
A8666,B251,C1683
A8666,B6516,C5474
A8666,B8865,C2125
A8667,B3231,C5140
A8667,B3611,C1668
A8667,B5391,C4273
A8669,B3387,C5697
A8669,B3984,C7734
A867,B9940,C4568
A8670,B2981,C7247
A8670,B7720,C6194
A8671,B3987,C8337
A8675,B3448,C5428
A8675,B6089,C3310
A8675,B9208,C8408
A8676,B9826,C4348
A8677,B9730,C7858
A8679,B4449,C2058
A868,B7400,C2250
A8680,B2027,C5112
A8680,B5414,C6411
A8680,B6439,C2322
A8680,B7806,C7388
A8681,B5324,C248
A8681,B6702,C9470
A8682,B6526,C4248
A8683,B8237,C9045
A8684,B7989,C2785
A8684,B9979,C8441
A8685,B4671,C5681
A8687,B1437,C1996
A8687,B3543,C5579
A869,B5135,C7177
A8690,B7985,C2059
A8692,B851,C7777
A8693,B8275,C8786
A8695,B2073,C4828
A8697,B2247,C4984
A87,B2432,C9397
A87,B3164,C5585
A870,B3939,C3942
A870,B8082,C6540
A8700,B8664,C3247
A8702,B1031,C9957
A8702,B4142,C9839
A8702,B6106,C7501
A8702,B7787,C6224
A8703,B8178,C9846
A8705,B4439,C3552
A8705,B6255,C4044
A8705,B7406,C2138
A8706,B8625,C9954
A8707,B1581,C6351
A8707,B5968,C6940
A8707,B8311,C2305
A8708,B241,C5506
A8708,B9720,C369
A8709,B8170,C3960
A8709,B8366,C5963
A8709,B8511,C8757
A871,B1585,C2171
A871,B9210,C7493
A8711,B462,C633
A8712,B6385,C3519
A8712,B7691,C5155
A8713,B4503,C3989
A8713,B5999,C5214
A8713,B7846,C6436
A8715,B3816,C445
A8717,B263,C1188
A8718,B3362,C703
A8718,B9285,C154
A872,B3983,C6797
A8720,B8211,C8131
A8721,B4588,C74
A8723,B2591,C6850
A8724,B7742,C6466
A8724,B8965,C8103
A8724,B9228,C4807
A8725,B5978,C384
A8725,B7152,C6925
A8725,B9375,C4892
A8726,B2125,C2016
A8727,B6517,C5050
A8728,B6505,C7174
A873,B5345,C7784
A873,B7510,C5880
A8730,B1063,C1383
A8731,B7215,C9534
A8731,B8866,C8627
A8732,B4859,C8600
A8732,B5073,C5074
A8733,B5046,C4884
A8734,B436,C6655
A8735,B2486,C9804
A8736,B2849,C6492
A8736,B5355,C6591
A8736,B5889,C8461
A8737,B1716,C4992
A8739,B5274,C9201
A8739,B7107,C3791
A8740,B9442,C1964
A8741,B9191,C6552
A8742,B6700,C8271
A8744,B953,C3852
A8748,B4171,C1410
A8748,B8525,C8634
A875,B7444,C593
A8753,B7155,C1798
A8755,B911,C3324
A8756,B6557,C7954
A8757,B2330,C260
A8759,B619,C1547
A876,B3595,C8154
A8760,B8201,C2658
A8762,B1421,C5928
A8762,B6968,C2900
A8763,B2053,C415
A8763,B4181,C6194
A8764,B4280,C7806
A8764,B5913,C6242
A8764,B7997,C8015
A8764,B9589,C2318
A8765,B561,C8533
A8766,B5931,C9592
A8767,B3506,C8118
A8767,B4440,C3953
A8768,B8919,C4015
A8768,B9129,C889
A8770,B4433,C7527
A8770,B7003,C7028
A8772,B3477,C3400
A8772,B3542,C4603
A8773,B2667,C863
A8773,B8814,C9911
A8774,B276,C9882
A8775,B4926,C839
A8776,B6085,C6124
A8776,B9313,C9790
A8777,B1218,C4280
A8777,B7335,C3240
A8778,B3523,C3605
A8778,B522,C1867
A878,B4886,C4966
A8780,B3210,C6787
A8780,B411,C4648
A8780,B5731,C4578
A8780,B5951,C3541
A8780,B6125,C6329
A8781,B9618,C5422
A8782,B6523,C8526
A8783,B8788,C4234
A8784,B5537,C4561
A8784,B8935,C3633
A8785,B1210,C877
A8785,B3999,C3077
A8786,B1498,C2604
A8786,B7183,C5144
A8787,B122,C6189
A8787,B1749,C848
A8787,B8738,C5458
A8788,B1002,C8286
A8788,B6758,C2038
A8788,B7719,C8629
A879,B8153,C3751
A8790,B2374,C9072
A8790,B2438,C1235
A8790,B4937,C1723
A8790,B7424,C8238
A8790,B8359,C6190
A8790,B9772,C5167
A8791,B7605,C4819
A8791,B7903,C206
A8792,B1895,C3290
A8792,B7341,C2002
A8793,B1098,C2590
A8793,B1223,C4290
A8795,B4742,C9759
A8796,B4041,C7068
A8798,B1406,C1235
A8800,B9856,C1105
A8801,B5041,C184
A8803,B2347,C4725
A8803,B3304,C6357
